Nreno	0.772424
Renov	0.362084
**********
Hidra	5.124181
Turbi	1.165642
Nucle	19.186695
Carbo	3.584907
Fuel 	0.000000
Motor	0.967399
Turbi	0.205374
Turbi	0.260841
Ciclo	27.875441
Hidro	0.010539
Eolic	16.380286
Solar	13.836418
Solar	2.298320
Otras	1.788747
Cogen	6.313375
Nreno	0.670772
Renov	0.331062
**********
Hidra	3.951304
Turbi	0.820226
Nucle	19.209583
Carbo	3.340589
Fuel 	0.000000
Motor	0.919251
Turbi	0.301899
Turbi	0.277225
Ciclo	32.035680
Hidro	0.013491
Eolic	17.289249
Solar	12.802810
Solar	2.526500
Otras	1.549994
Cogen	3.989999
Nreno	0.685437
Renov	0.286763
**********
Hidra	3.848082
Turbi	1.342201
Nucle	20.257462
Carbo	3.241451
Fuel 	0.000000
Motor	0.971628
Turbi	0.338258
Turbi	0.405055
Ciclo	31.964051
Hidro	0.013912
Eolic	16.843544
Solar	12.812756
Solar	2.451910
Otras	1.516497
Cogen	3.082535
Nreno	0.651656
Renov	0.259003
**********
Hidra	4.876782
Turbi	1.288373
Nucle	20.488862
Carbo	2.671621
Fuel 	0.000000
Motor	0.913271
Turbi	0.356838
Turbi	0.468981
Ciclo	32.567092
Hidro	0.008771
Eolic	17.715328
Solar	11.384900
Solar	1.848564
Otras	1.443188
Cogen	3.124413
Nreno	0.590808
Renov	0.252208
**********
Hidra	3.270971
Turbi	1.757675
Nucle	18.327954
Carbo	1.736303
Fuel 	0.000000
Motor	0.922042
Turbi	0.361302
Turbi	0.540521
Ciclo	32.207627
Hidro	0.006153
Eolic	23.243183
Solar	9.139370
Solar	0.757649
Otras	1.672462
Cogen	5.022432
Nreno	0.706738
Renov	0.327617
**********
Hidra	6.071511
Turbi	1.677138
Nucle	19.623029
Carbo	1.490747
Fuel 	0.000000
Motor	0.891272
Turbi	0.219853
Turbi	0.434844
Ciclo	21.667280
Hidro	0.005423
Eolic	30.988818
Solar	7.109418
Solar	0.485841
Otras	1.690460
Cogen	6.739662
Nreno	0.591523
Renov	0.313182
**********
Hidra	12.365350
Turbi	2.186541
Nucle	23.251242
Carbo	3.124994
Fuel 	0.000000
Motor	0.902089
Turbi	0.220099
Turbi	0.552748
Ciclo	19.680494
Hidro	0.001654
Eolic	25.094102
Solar	5.027387
Solar	0.269300
Otras	1.439986
Cogen	4.947240
Nreno	0.606679
Renov	0.330095
**********
